FID,field_number,health_category,category_confidence,date,tsn,organization,geom
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-710e,CSL-8857,Infectious Disease - non-specific,Diagnosed,2009-08-01,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-710d,CSL-8857,Other,Diagnosed,2009-08-01,180621,TMMC,POINT (-122.013 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-710c,CSL-9576,Other,Diagnosed,2010-05-29,180621,TMMC,POINT (-122.01 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-710b,CSL-9701,Malnutrition,Suspected,2010-06-20,180621,TMMC,POINT (-122.008 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-710a,CSL-8126,Malnutrition,Diagnosed,2009-05-13,180621,TMMC,POINT (-122.008 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7109,CSL-8126,Other,Diagnosed,2009-05-13,180621,TMMC,POINT (-122.008 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7108,CSL-7945,Other,Diagnosed,2008-10-01,180621,TMMC,POINT (-122.005 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7107,CSL-6478,Infectious Disease - known pathogen,Suspected,2005-02-08,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7106,CSL-7059,Infectious Disease - known pathogen,Diagnosed,2006-10-04,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7105,CSL-7094,Infectious Disease - known pathogen,Suspected,2006-10-29,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7104,CSL-7858,Infectious Disease - known pathogen,Suspected,2008-08-27,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7103,CSL-7967,Infectious Disease - known pathogen,Suspected,2008-10-03,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7102,CSL-8407,Malnutrition,Suspected,2009-06-16,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7101,CSL-8440,Malnutrition,Suspected,2009-06-19,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7100,CSL-8524,Malnutrition,Suspected,2009-06-26,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ff,CSL-8525,Malnutrition,Suspected,2009-06-26,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70fe,CSL-8613,Malnutrition,Diagnosed,2009-07-02,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70fd,CSL-8735,Infectious Disease - non-specific,Diagnosed,2009-07-17,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70fc,CSL-9055,Infectious Disease - non-specific,Suspected,2009-09-10,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70fb,CSL-9742,Malnutrition,Suspected,2010-07-02,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70fa,CSL-6978,Other,Diagnosed,2006-08-09,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f9,CSL-8724,Malnutrition,Suspected,2009-07-15,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f8,CSL-8894,Infectious Disease - non-specific,Diagnosed,2009-08-04,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f7,CSL-6978,Biotoxin,Diagnosed,2006-08-09,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f6,CSL-8724,Infectious Disease - non-specific,Suspected,2009-07-15,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f5,CSL-8894,Other,Diagnosed,2009-08-04,180621,TMMC,POINT (-122.003 36.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f4,CSL-6879,Infectious Disease - non-specific,Diagnosed,2006-05-07,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f3,CSL-7907,Infectious Disease - known pathogen,Suspected,2008-09-14,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f2,CSL-8016,Infectious Disease - non-specific,Diagnosed,2008-11-17,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f1,CSL-8227,Malnutrition,Suspected,2009-05-29,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70f0,CSL-8427,Infectious Disease - non-specific,Suspected,2009-06-19,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ef,CSL-8661,Malnutrition,Suspected,2009-07-07,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ee,CSL-8713,Trauma - human interaction,Diagnosed,2009-07-14,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ed,CSL-8152,Malnutrition,Suspected,2009-05-19,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ec,CSL-8152,Infectious Disease - non-specific,Suspected,2009-05-19,180621,TMMC,POINT (-122.008 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70eb,CSL-7359,Unknown,Suspected,2007-07-20,180621,TMMC,POINT (-121.974 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ea,CSL-8877,Infectious Disease - known pathogen,Suspected,2009-08-03,180621,TMMC,POINT (-121.906 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e9,CSL-7131,Biotoxin,Diagnosed,2006-12-10,180621,TMMC,POINT (-121.884 36.954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e8,CSL-9486,Other,Diagnosed,2010-05-16,180621,TMMC,POINT (-121.98 36.955)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e7,CSL-7376,Infectious Disease - known pathogen,Suspected,2007-07-29,180621,TMMC,POINT (-121.977 36.955)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e6,CSL-7635,Trauma - other,Diagnosed,2008-05-15,180621,TMMC,POINT (-121.977 36.955)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e5,CSL-6847,Trauma - other,Diagnosed,2006-01-04,180621,TMMC,POINT (-121.958 36.955)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e4,CSL-8188,Malnutrition,Suspected,2009-05-24,180621,TMMC,POINT (-121.958 36.955)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e3,CSL-9679,Biotoxin,Diagnosed,2010-06-16,180621,TMMC,POINT (-121.958 36.955)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e2,CSL-7505,Infectious Disease - known pathogen,Suspected,2007-10-15,180621,TMMC,POINT (-121.978 36.956)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e1,CSL-8128,Malnutrition,Suspected,2009-05-13,180621,TMMC,POINT (-121.972 36.956)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70e0,CSL-7793,Infectious Disease - non-specific,Diagnosed,2008-07-29,180621,TMMC,POINT (-122.02 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70df,CSL-8234,Malnutrition,Suspected,2009-05-30,180621,TMMC,POINT (-121.981 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70de,CSL-9289,Infectious Disease - non-specific,Suspected,2009-11-15,180621,TMMC,POINT (-121.981 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70dd,CSL-7784,Infectious Disease - known pathogen,Suspected,2008-07-25,180621,TMMC,POINT (-121.979 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70dc,CSL-7408,Neoplasia,Diagnosed,2007-08-12,180621,TMMC,POINT (-121.969 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70db,CSL-6631,Infectious Disease - non-specific,Suspected,2005-07-14,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70da,CSL-6959,Infectious Disease - known pathogen,Suspected,2006-07-27,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d9,CSL-6893,Other,Suspected,2006-06-01,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d8,CSL-6954,Infectious Disease - non-specific,Diagnosed,2006-07-24,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d7,CSL-8253,Other,Diagnosed,2009-05-31,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d6,CSL-6893,Malnutrition,Suspected,2006-06-01,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d5,CSL-6954,Other,Diagnosed,2006-07-24,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d4,CSL-8253,Malnutrition,Diagnosed,2009-05-31,180621,TMMC,POINT (-121.91 36.957)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d3,CSL-8325,Infectious Disease - non-specific,Suspected,2009-06-09,180621,TMMC,POINT (-122.013 36.958)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d2,CSL-8108,Infectious Disease - known pathogen,Diagnosed,2009-05-04,180621,TMMC,POINT (-121.982 36.958)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d1,CSL-8108,Biotoxin,Diagnosed,2009-05-04,180621,TMMC,POINT (-121.982 36.958)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70d0,CSL-7366,Infectious Disease - non-specific,Suspected,2007-07-25,180621,TMMC,POINT (-121.968 36.958)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70cf,CSL-7416,Biotoxin,Suspected,2007-08-16,180621,TMMC,POINT (-121.967 36.958)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ce,CSL-8371,Trauma - human interaction,Diagnosed,2009-06-14,180621,TMMC,POINT (-121.967 36.958)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70cd,CSL-7483,Infectious Disease - known pathogen,Suspected,2007-10-02,180621,TMMC,POINT (-121.889 36.958)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70cc,CSL-7406,Infectious Disease - non-specific,Suspected,2007-08-10,180621,TMMC,POINT (-122.025 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70cb,CSL-7294,Malnutrition,Suspected,2007-06-24,180621,TMMC,POINT (-122.019 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ca,CSL-7800,Infectious Disease - known pathogen,Suspected,2008-08-01,180621,TMMC,POINT (-122.019 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c9,CSL-7562,Infectious Disease - non-specific,Suspected,2007-11-29,180621,TMMC,POINT (-121.985 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c8,CSL-7142,Infectious Disease - non-specific,Suspected,2006-12-23,180621,TMMC,POINT (-121.984 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c7,CSL-7549,Infectious Disease - known pathogen,Suspected,2007-11-18,180621,TMMC,POINT (-121.967 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c6,CSL-8203,Infectious Disease - non-specific,Suspected,2009-05-25,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c5,CSL-8218,Other,Diagnosed,2009-05-28,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c4,CSL-8786,Infectious Disease - non-specific,Suspected,2009-07-24,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c3,CSL-9052,Trauma - human interaction,Diagnosed,2009-09-08,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c2,CSL-9053,Infectious Disease - non-specific,Suspected,2009-09-09,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c1,CSL-8211,Infectious Disease - non-specific,Suspected,2009-06-28,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70c0,CSL-8910,Infectious Disease - known pathogen,Suspected,2009-08-08,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70bf,CSL-9146,Trauma - other,Diagnosed,2009-09-23,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70be,CSL-9297,Infectious Disease - non-specific,Suspected,2009-11-26,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70bd,CSL-8211,Malnutrition,Suspected,2009-06-28,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70bc,CSL-8910,Other,Suspected,2009-08-08,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70bb,CSL-9146,Infectious Disease - known pathogen,Diagnosed,2009-09-23,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ba,CSL-9297,Malnutrition,Suspected,2009-11-26,180621,TMMC,POINT (-121.914 36.959)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b9,CSL-9762,Biotoxin,Diagnosed,2010-07-10,180621,TMMC,POINT (-121.8924 36.9598)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b8,CSL-6500,Trauma - other,Diagnosed,2005-03-19,180621,TMMC,POINT (-122.122 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b7,CSL-7660,Malnutrition,Suspected,2008-05-31,180621,TMMC,POINT (-122.025 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b6,CSL-7217,Trauma - other,Diagnosed,2007-05-12,180621,TMMC,POINT (-122.02 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b5,CSL-7643,Malnutrition,Suspected,2008-05-20,180621,TMMC,POINT (-122.02 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b4,CSL-8372,Infectious Disease - non-specific,Suspected,2009-06-14,180621,TMMC,POINT (-122.02 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b3,CSL-7643,Infectious Disease - non-specific,Suspected,2008-05-20,180621,TMMC,POINT (-122.02 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b2,CSL-8372,Malnutrition,Suspected,2009-06-14,180621,TMMC,POINT (-122.02 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b1,CSL-6781,Unknown,Diagnosed,2005-09-07,180621,TMMC,POINT (-121.996 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70b0,CSL-9728,Malnutrition,Suspected,2010-06-27,180621,TMMC,POINT (-121.993 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70af,CSL-8134,Unknown,Suspected,2009-05-15,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ae,CSL-8156,Other,Diagnosed,2009-05-19,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ad,CSL-8334,Malnutrition,Suspected,2009-06-09,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ac,CSL-8846,Trauma - other,Diagnosed,2009-07-30,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70ab,CSL-9445,Malnutrition,Suspected,2010-05-07,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70aa,CSL-8321,Malnutrition,Suspected,2009-06-10,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a9,CSL-8362,Malnutrition,Suspected,2009-06-12,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a8,CSL-8321,Infectious Disease - non-specific,Suspected,2009-06-10,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a7,CSL-8362,Infectious Disease - non-specific,Suspected,2009-06-12,180621,TMMC,POINT (-121.949 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a6,CSL-7499,Trauma - other,Diagnosed,2007-10-10,180621,TMMC,POINT (-121.893 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a5,CSL-7680,Malnutrition,Diagnosed,2008-06-06,180621,TMMC,POINT (-121.892 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a4,CSL-7680,Other,Diagnosed,2008-06-06,180621,TMMC,POINT (-121.892 36.96)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a3,CSL-7501,Biotoxin,Diagnosed,2007-10-12,180621,TMMC,POINT (-122.024 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a2,CSL-7501,Trauma - human interaction,Diagnosed,2007-10-12,180621,TMMC,POINT (-122.024 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a1,CSL-6823,Infectious Disease - known pathogen,Diagnosed,2005-11-07,180621,TMMC,POINT (-122.023 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-70a0,CSL-7577,Infectious Disease - known pathogen,Suspected,2007-12-30,180621,TMMC,POINT (-122.023 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-709f,CSL-7338,Infectious Disease - non-specific,Diagnosed,2007-07-11,180621,TMMC,POINT (-122.021 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-709e,CSL-7488,Trauma - other,Suspected,2007-10-06,180621,TMMC,POINT (-122.021 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-709d,CSL-7832,Infectious Disease - known pathogen,Suspected,2008-08-15,180621,TMMC,POINT (-122.021 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-709c,CSL-9818,Trauma - other,Diagnosed,2010-08-25,180621,TMMC,POINT (-122.021 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-709b,CSL-7701,Other,Diagnosed,2008-06-10,180621,TMMC,POINT (-122.002 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-709a,CSL-7852,Infectious Disease - non-specific,Suspected,2008-08-21,180621,TMMC,POINT (-122.002 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7099,CSL-9683,Malnutrition,Suspected,2010-06-17,180621,TMMC,POINT (-121.989 36.961)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7098,CSL-7529,Infectious Disease - non-specific,Diagnosed,2007-11-01,180621,TMMC,POINT (-122.024 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7097,CSL-7613,Biotoxin,Suspected,2008-04-05,180621,TMMC,POINT (-122.024 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7096,CSL-8385,Malnutrition,Suspected,2009-06-15,180621,TMMC,POINT (-122.024 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7095,CSL-7268,Infectious Disease - non-specific,Diagnosed,2007-06-03,180621,TMMC,POINT (-122.023 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7094,CSL-6848,Infectious Disease - non-specific,Diagnosed,2006-01-11,180621,TMMC,POINT (-122.022 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7093,CSL-7465,Trauma - other,Diagnosed,2007-09-16,180621,TMMC,POINT (-122.022 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7092,CSL-7673,Trauma - other,Suspected,2008-06-03,180621,TMMC,POINT (-122.022 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7091,CSL-7710,Other,Diagnosed,2008-06-15,180621,TMMC,POINT (-122.022 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7090,CSL-7809,Infectious Disease - known pathogen,Suspected,2008-08-04,180621,TMMC,POINT (-122.022 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-708f,CSL-7985,Other,Diagnosed,2008-10-25,180621,TMMC,POINT (-122.022 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-708e,CSL-8239,Malnutrition,Suspected,2009-05-31,180621,TMMC,POINT (-122.021 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-708d,CSL-8309,Malnutrition,Suspected,2009-06-08,180621,TMMC,POINT (-122.021 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-708c,CSL-8296,Malnutrition,Diagnosed,2009-06-07,180621,TMMC,POINT (-122.021 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-708b,CSL-8296,Infectious Disease - non-specific,Diagnosed,2009-06-07,180621,TMMC,POINT (-122.021 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-708a,CSL-7389,Neoplasia,Diagnosed,2007-08-03,180621,TMMC,POINT (-122.008 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7089,CSL-7607,Neoplasia,Diagnosed,2008-03-14,180621,TMMC,POINT (-121.998 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7088,CSL-7751,Infectious Disease - known pathogen,Suspected,2008-07-07,180621,TMMC,POINT (-121.945 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7087,CSL-7919,Biotoxin,Diagnosed,2009-07-24,180621,TMMC,POINT (-121.945 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7086,CSL-9015,Infectious Disease - non-specific,Suspected,2009-08-28,180621,TMMC,POINT (-121.945 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7085,CSL-9009,Unknown,Suspected,2009-08-28,180621,TMMC,POINT (-121.945 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7084,CSL-7049,Neoplasia,Diagnosed,2006-09-29,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7083,CSL-7066,Infectious Disease - known pathogen,Suspected,2006-10-13,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7082,CSL-8536,Malnutrition,Suspected,2009-06-26,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7081,CSL-9034,Infectious Disease - non-specific,Suspected,2009-09-04,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7080,CSL-9821,Biotoxin,Diagnosed,2010-08-27,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-707f,CSL-6566,Malnutrition,Suspected,2005-06-08,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-707e,CSL-8428,Malnutrition,Suspected,2009-06-19,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-707d,CSL-8974,Malnutrition,Suspected,2009-08-19,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-707c,CSL-8991,Infectious Disease - non-specific,Suspected,2009-08-23,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-707b,CSL-9028,Other,Diagnosed,2009-09-01,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-707a,CSL-9450,Malnutrition,Suspected,2010-05-11,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7079,CSL-6566,Infectious Disease - non-specific,Suspected,2005-06-08,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7078,CSL-8428,Infectious Disease - non-specific,Suspected,2009-06-19,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7077,CSL-8974,Infectious Disease - non-specific,Suspected,2009-08-19,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7076,CSL-8991,Malnutrition,Suspected,2009-08-23,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7075,CSL-9028,Infectious Disease - non-specific,Diagnosed,2009-09-01,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7074,CSL-9450,Infectious Disease - non-specific,Suspected,2010-05-11,180621,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7073,CSL-9122,Infectious Disease - non-specific,Suspected,2009-09-20,180621,TMMC,POINT (-121.914 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7072,CSL-7669,Infectious Disease - non-specific,Diagnosed,2008-06-02,180621,TMMC,POINT (-122.022 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7071,CSL-7652,Other,Diagnosed,2008-05-28,180621,TMMC,POINT (-122.02 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7070,CSL-7144,Infectious Disease - non-specific,Diagnosed,2006-12-23,180621,TMMC,POINT (-122.014 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-706f,CSL-7656,Infectious Disease - non-specific,Suspected,2008-05-30,180621,TMMC,POINT (-122.014 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-706e,CSL-7537,Infectious Disease - known pathogen,Suspected,2007-11-05,180621,TMMC,POINT (-122.001 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-706d,CSL-9443,Malnutrition,Suspected,2010-05-07,180621,TMMC,POINT (-121.94 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-706c,CSL-7829,Unknown,Suspected,2008-08-11,180621,TMMC,POINT (-121.924 36.963)
